LicensePlate,RegistrationId,Expired
GKL 5240,323093004,0
FCE 5386,325639359,1
VZB 2583,739225962,0
EPV 4645,480818182,0
VJR 3551,163524818,1
GPN 6779,990477963,0
JBG 5765,499661704,0
XCV 5495,245477003,1
PBZ 6673,865658474,1
ZWZ 3212,666183731,1
IYA 4195,329970312,1
ZFZ 9281,842168419,1
UQE 8275,554835798,0
JIF 9626,721045746,0
UPS 6451,704440320,0
DCL 4074,280941954,0
ZOV 2569,557094695,1
TRG 4197,866881743,0
UEJ 6887,897185230,0
SJG 1028,596223148,1
YKN 8675,799129518,1
FLL 6926,832302197,1
NEV 3033,301581562,0
ULT 5545,852838451,1
UMF 2389,676556204,1
GZZ 2529,311400686,0
LWX 5661,240551767,0
UCJ 4567,220944802,1
LMD 3160,308363050,0
XLO 1125,174685128,0
MBU 6340,476262119,1
ZJY 7413,804243239,0
DGH 4006,733988256,1
EJJ 5676,732169055,0
RAT 9012,338767560,1
OLU 6479,116601872,0
QFS 5737,486000273,1
TTS 8232,207783247,1
VOS 8413,867692336,1
YZI 6674,917510312,0
BCC 2353,226147116,0
ONG 2627,743375227,0
AQY 6133,793300155,1
MWW 8040,171514778,1
BTO 1802,708474581,0
TZH 3475,517927736,0
SPP 4056,333901920,1
TQW 3095,811491017,0
TJF 4413,241733189,0
NHZ 4508,171955471,0
ULV 2770,470549771,1
FTE 6336,883413571,0
JDQ 3450,135811700,0
VVY 4222,391908673,0
VKV 3447,764234139,0
JIN 2870,606836643,1
UOF 2165,130958065,0
BEM 1343,113811829,0
KGG 5934,595640452,0
LKD 5695,430963012,0
XYA 9869,315057040,1
QEO 8346,549319570,0
GSU 9332,378690085,0
VUJ 8264,880026450,0
YUT 3489,797288146,0
RGE 2767,311032708,0
ABY 9384,447114646,1
LPT 7713,385464381,1
LNC 9799,730049398,1
QCB 5920,136831185,0
UJJ 4830,227023505,0
IAM 7257,922168061,0
FXK 5636,418178086,0
SFM 9264,853788668,0
ASO 6410,594005604,0
BMA 5497,217460228,0
MAL 5657,486922276,0
JTP 8757,782446092,1
EDT 8038,854883265,1
YWN 2023,450575725,0
SSM 3956,682263637,0
FST 4557,133547655,0
VET 2854,597126479,0
REY 7671,486495058,0
KGQ 2617,599407858,0
MJQ 1036,838906325,1
UAC 2312,673334849,0
BUC 4679,957048688,1
BTI 5001,495901613,0
NYH 1623,924452374,0
VBE 5606,931344533,1
RVJ 1483,468495923,1
ZNN 9105,721742910,1
IAI 9806,195549553,1
XAY 4808,549440314,1
LSD 7445,392282007,1
WOW 4797,749775533,0
HAI 8339,503022192,1
RPG 6691,772883861,1
BVY 4138,635108182,1
TGI 5532,661743247,1
KHF 9507,124390363,0
UXH 2686,729585656,0
MCP 1112,770338274,1
PUZ 2880,684457912,0
QNY 9603,705721503,0
UUK 6824,479748624,0
STP 2010,848818509,1
QWD 8673,875686085,0
ITN 4879,912039612,1
SEQ 7489,363229456,1
FVF 8410,448330366,1
RVR 4708,373594609,0
IMZ 2185,620235538,1
IUR 5061,674609849,1
YJW 6117,950389789,0
NZL 1671,913751744,1
QUM 2969,245684484,0
VXL 5564,201463734,0
WOP 8751,443664074,0
VTF 3610,895561019,0
BDX 4982,888441878,0
OGP 9797,559442737,1
HDQ 6766,674449426,1
NLG 5139,736108488,0
QRP 9534,311698525,0
UIY 5271,250901158,0
DJA 2042,942417342,1
VWB 8524,625295290,0
WFD 5256,807267229,0
TPK 5684,830699554,0
SQA 4938,276317748,0
WUY 6386,561930329,0
SKM 4486,668543664,1
IUC 4097,184730879,0
AIO 5246,742138479,1
QPO 8453,464207370,0
WKR 8927,990222406,1
IGR 8656,792527259,0
YJY 6335,285625953,0
CJN 9747,467844190,1
QJC 4386,976773537,1
SWZ 2647,574033286,0
DLU 3792,131986184,1
JEO 2331,564710328,0
QAK 5871,746079470,0
UXZ 8210,322223354,1
RYH 8012,227333026,1
KUW 7465,512879055,1
FUI 7211,658885876,0
JMW 7747,783397849,1
NEE 9514,458798775,1
GIE 2722,657127113,0
OOA 6805,760820978,1
MXO 6650,396365760,1
SCG 7762,507714378,1
TYE 4047,346224851,1
TMJ 2882,513322256,0
PAE 3053,219662513,0
FST 2033,331262035,1
JWV 3156,315812146,0
JNW 4829,492552625,1
YFH 1568,917696802,0
JHL 5022,137375264,0
TMY 2967,601701902,1
AQR 3809,971784375,0
DMF 1624,855132931,1
GEP 5531,368049390,1
TDU 5366,770214098,1
KXV 5769,552300549,1
IDY 2169,474673811,1
ZQG 9121,935550038,0
BHL 5391,281081905,1
SGE 1421,520768223,0
YNX 7401,901715784,0
OPZ 5195,753610406,1
ADT 8097,559651404,1
RWF 4445,501726803,0
NYS 9599,825007837,0
PHR 5712,256977673,1
XHS 2838,408462404,0
KOO 7813,538132360,0
DYS 5505,444122429,1
FOC 5066,264255751,1
IPU 7528,896234156,0
AMY 8670,899620591,0
YLN 8909,969065344,1
WUL 6727,837302337,1
OCX 1586,369332914,1
VLC 7930,892462981,1
NRR 2301,778137354,0
DHB 5442,593392197,1
CIP 2836,624319823,0
NRU 9365,261302041,1
NYE 4056,134110202,0
DEP 7906,419073855,0
ESA 4935,543135916,1
VBN 9925,957140789,1
ZPW 7193,333498064,0
YPN 8956,665609859,1
VUG 6464,426931371,0
IIZ 3999,116318329,1
KBF 3246,196391308,0
HNZ 3020,410529046,0
OLX 4479,832284199,1
THC 2828,645526755,1
HFR 2500,684421916,1
ZRP 1070,366162359,0
ZSM 4473,651627586,0
VPL 8367,129376570,1
LYN 3081,614878058,1
TEM 5562,964359258,1
LCW 4411,335713624,1
VOD 7630,449527700,0
HJR 9929,436599792,1
FME 7913,751329654,1
BTC 8883,321480455,0
SMT 6362,953818620,1
FLI 7981,985002206,0
USO 4800,963228954,0
AUV 5209,350532738,0
SRJ 2633,373499990,1
PYI 1359,115924296,1
JRL 2623,786784188,1
RLM 7450,994063284,0
DQU 9031,863638523,0
HGF 3285,897967485,0
DBD 8327,263112478,0
DTR 7032,150754101,0
UWA 9022,831655803,1
AZR 4270,149909244,1
TSC 8596,773981683,1
RCU 2322,147278026,1
UVH 5169,614275339,0
ILP 5404,209850795,0
MKL 4486,326407695,1
PTZ 5457,150224220,0
XHZ 9300,987380505,1
MQU 3618,202383116,1
OOK 4754,131198480,1
BGP 1984,436617670,0
IHW 9059,588752675,0
SHU 8132,595008839,0
HKM 6868,996599996,0
FEH 5193,850342918,1
MES 4531,496700174,1
XUY 6730,634907258,1
CPC 5558,610704669,1
ETZ 2357,230052132,1
DKH 1731,912321121,0
BWM 2330,480193589,0
OIV 9981,903987871,1
IQV 8026,611023759,0
KSP 5091,350446445,0
SIB 1913,336177988,0
NVX 7590,616087342,1
FYE 7516,953435116,0
ZEW 3186,827031391,1
VJV 8867,696677322,0
PPP 4515,482110666,0
ILB 8230,535559941,0
VPB 1717,599355673,1
FST 4378,518409801,0
FMN 5802,356750310,1
FQE 7291,234263159,1
DVN 1674,469010044,0
EES 8131,458294899,0
LTU 2828,685666717,1
LFD 5456,267382862,1
PUE 2399,639705860,1
XDL 1879,937963512,1
DDH 3344,286891116,0
JKC 3855,178703220,1
DAZ 2676,323925261,1
VQQ 6107,540310522,1
IAP 8754,884713134,0
TJU 1672,175088038,1
REA 8787,201230990,1
WGS 6604,133075775,1
WTX 5681,349223746,0
BOR 6892,946381298,0
RNO 8469,623575139,1
TBX 5381,551681963,0
YYO 8879,734982606,0
YSZ 9887,105896452,0
JFB 5750,103908839,1
VAG 8242,256038565,1
GAR 9585,891529024,1
RJG 8541,620997156,0
TFW 4945,746195109,0
FSN 4624,527289502,0
RFB 4472,679352250,0
VDU 9545,677914594,1
NZV 9844,374831960,1
XNQ 7751,812013033,1
RKI 1055,626183700,0
BVO 3883,357781687,1
YHS 7842,125286343,0
OUO 2558,913836825,1
LGK 8886,547758490,1
SXL 3072,731172547,0
EUO 3819,885402178,1
DFS 2384,126582534,0
XDM 2748,289894039,0
GNN 6188,622957343,0
BFI 6397,631552624,0
GSP 5369,639800815,0
XFX 7671,151176547,1
BHF 4509,966373030,0
MNS 4782,976264188,0
TPF 2841,318992168,1
MNQ 3945,922643516,0
KLO 3382,373489144,1
CNL 8289,583799070,0
DRG 9825,218310750,0
RVT 4645,772129056,0
ARZ 3181,336659975,1
BSJ 9110,978236868,1
UFG 7491,397773724,0
TYB 9215,158641022,1
LMK 6112,698054850,0
OAR 5764,336501235,1
AWG 9227,768337200,1
YGS 7331,255941663,1
VYM 3618,702711678,1
ZCQ 4773,827448505,1
EMB 3364,409452129,1
WHY 6521,746967140,0
FVE 2984,964324302,1
WSI 5114,770098831,1
PGI 8769,604067848,0
ZPB 5384,783041595,0
URX 7636,865265255,1
ZFF 1043,176429465,1
QTD 8143,604004634,0
LST 3916,691022589,0
QZS 7904,654335321,0
LSB 9485,497643527,0
YDW 4862,523148807,1
NPE 5418,308348806,1
BFA 9650,141796531,0
MLA 8353,199039205,1
EFP 1782,603784068,0
URH 8723,875179071,0
FAF 2981,841276609,0
XDT 9158,750002965,0
CMR 1012,508789628,1
GCA 1179,326456821,0
YKB 8339,734179938,1
NEI 6265,787574983,0
VGQ 9798,928996979,1
CHM 2637,977027084,0
SUG 3877,658580137,1
LET 9798,351741725,0
ACL 2942,462004258,1
BNS 6737,251526731,0
JGF 1343,926043903,1
TTL 9689,209658375,1
IEO 6369,242810242,1
HWZ 2987,967195778,1
OXW 9659,201186053,0
JBQ 1441,967186625,0
OKG 8013,302524915,1
ZBY 5608,917226533,0
ZMJ 2198,426348573,0
FDH 4182,546779886,0
CUQ 9928,648548223,0
HGF 2848,140424605,1
IMQ 5207,324817472,1
WAZ 6859,993579287,1
CFS 3731,866857400,1
BFX 3051,700645558,0
WZL 9035,287944712,1
ZTL 6383,825337452,1
RSX 4431,524477865,0
BLU 1059,922345127,0
JZK 4535,226939638,1
WCV 2761,633045136,0
MZV 3960,688993282,0
FMK 8438,658820127,0
YRS 4825,257193033,0
QWB 1471,568449103,0
GPQ 6230,747469686,1
BMD 6533,914762625,0
QSU 6117,815667567,0
ZOJ 3556,505185305,0
DLY 6595,602715858,1
FLM 6505,177771988,0
PQT 7392,809023516,0
ZIU 3195,801331357,0
KBB 6685,174387182,1
VYD 2483,514627302,0
UKY 4722,468489615,0
AAQ 7801,966329535,0
RGT 3203,368784360,0
RWR 5268,299392293,0
QOI 5446,803246130,0
XLE 5455,935553502,0
FOX 3664,307049278,1
VQC 9176,962836048,1
FPR 1280,536138581,1
PHF 4944,787092042,1
DNG 5589,872856140,1
ZEI 4484,135242718,1
FJQ 9363,695563292,1
JTP 5659,349680355,0
MWY 6268,913510466,1
ETV 1743,239949893,1
MHU 6260,921719497,1
MVO 9397,844460600,0
YRQ 6564,148795980,0
FQG 1511,137690715,1
OKH 7392,290630359,0
XDF 9426,493004181,0
UUV 8508,122940330,0
QNB 8704,683034352,0
ZOS 8079,875690109,1
MLG 8134,117588956,1
NUQ 3471,113231920,1
WAF 3581,844140396,0
FKP 8149,466728048,1
YST 1288,761895368,1
ODG 7264,521658418,0
CZU 3931,394822559,0
VJN 3995,985929783,1
ARS 5126,634106135,0
YRA 7784,854673960,0
TMB 9665,744254094,1
LEN 3018,269528765,1
MWB 4184,967465956,0
ZQS 2041,113612843,0
YCN 8057,784679780,1
ZIE 5224,626489362,1
FWR 6735,897926337,1
CUM 9119,985568781,1
KPS 9960,790529972,0
PQL 9992,134636338,1
IRK 7639,326490095,1
RAH 2854,241265575,0
JJT 9242,101730183,0
OAD 8311,430928355,0
CZP 9487,894799790,1
KFV 1390,363371737,0
KJO 6902,310764153,1
LFL 6520,659648656,0
MRQ 3133,506296084,0
MNH 3120,687007746,0
GSD 3902,831347639,1
GIB 5593,569884868,1
RXU 2237,432016830,0
TMJ 2433,514619120,0
IET 8315,589654820,1
YES 3396,450471308,1
WDK 5187,411690470,0
JZD 9974,599931892,1
FJE 2234,532604683,0
XCG 9184,986981639,1
FLU 3667,622307367,0
XKN 3509,352679585,0
THD 1573,818157455,0
BIP 2680,626190164,0
PUR 5893,412190084,0
GYD 7674,327100623,1
NBK 8059,185729140,0
BYC 9239,439979686,0
BWI 7980,860570195,1
BAW 6436,729559907,1
RJB 2981,130481547,0
CAA 3102,602811951,1
CHG 5145,216591417,1
CRK 5378,540393207,0
ZMC 5406,717621236,0
AXJ 6437,188054789,1
BVX 7728,822587154,0
DVH 6186,710639712,1
KPX 3108,552584221,0
JFW 6194,322384488,1
GQI 8300,289882252,1
JME 5567,449834127,0
SJW 1496,399561732,1
FKU 5834,179472725,0
IUK 4126,308528791,1
WMP 4159,564844345,0
AIP 6753,287972677,0
JXF 6436,563126196,0
DIW 2803,444669297,1
USN 3160,533513425,0
GAG 3558,675470318,1
SJV 7287,124131697,1
BOE 6448,238688575,0
XSH 3239,286949851,1
ARC 7656,619725158,1
QUW 2684,441788845,0
YCG 3808,911316307,0
ILH 8891,227464436,1
REO 4061,419095349,1
DAV 4121,328406409,1
UZU 1131,148068645,0
DWE 9992,712953347,0
YOV 2150,942958731,1
QDN 3553,169542329,0
HHL 1940,134479371,0
JPV 3544,576966896,1
JHK 1467,772384025,0
QRM 5360,460089132,1
YAB 1410,750578691,0
LMX 4437,758828632,1
UAV 8254,660355739,0
FRB 8969,795717405,1
JOK 3304,667619796,0
XUX 6873,254979405,0
HIW 7703,853340800,0
BZO 6753,322417002,1
LWB 4452,346627359,1
TBG 4915,699930070,0
SEW 5245,513878216,1
VDW 8344,560012009,0
GMV 1107,849524651,1
BTI 7163,837324713,1
JON 2459,923443167,0
UWR 7333,146371090,1
EPN 6684,816156162,0
WQI 7739,221139613,1
XSF 5030,425494086,1
VAJ 1756,188440677,1
KRG 7548,142088842,1
QOK 2556,863296923,0
HLY 3069,834330594,0
LQK 7440,315899101,0
XIM 7637,890046919,0
HCM 6324,299483979,0
WDO 7160,209252780,1
KTW 9659,244664917,1
ZPF 2546,672491240,0
NSL 1432,834502313,1
DXR 4340,906281469,1
TSF 8466,435064495,1
QTN 8330,389107478,0
IYE 6205,779347170,0
WCL 1081,166683545,1
RVI 8637,578290091,0
XAW 1984,273806480,0
SDF 5662,592671749,1
ZSJ 9558,762873680,1
OOD 4469,568754285,1
ITQ 7236,240935332,1
JUG 3445,903252664,0
QFT 7258,890838704,1
BIO 6138,134676844,0
ESB 5125,355437432,1
CNN 1565,806278008,0
VAZ 6948,251679694,1
QSV 1676,382541387,1
CWS 5800,394614595,0
GTS 3253,584864982,0
MXM 3477,257898136,0
UOK 3907,866465592,1
PKE 8076,937121818,0
OCK 5848,412952243,0
GOF 3824,846919706,0
SPM 6057,254225926,0
HJN 5090,351575785,1
DUA 8416,935181220,1
ALV 4435,720848069,0
AYO 1698,113164087,1
DMT 4476,650282128,0
KBF 8977,556062900,1
VCU 7015,479688923,1
KLQ 3510,360118454,0
FIX 1074,582182643,0
TFJ 9197,376790456,1
ZSE 7835,478112012,1
SDY 3330,608756451,1
RJN 9849,712813608,1
ZWF 4249,260824332,0
JKN 1048,237097110,0
FXU 1015,705543775,1
JQA 7753,617179225,0
LYT 3878,413268827,0
RTN 7955,940037250,0
PQO 9051,464402359,0
JSZ 6715,140795682,1
URR 8538,639288527,0
OFH 1379,925988461,0
NAB 3967,382463058,0
ULZ 4230,457053082,0
DMG 9927,436023260,1
EVX 1944,581088349,1
MWD 5295,290063545,1
DOS 3896,440009587,0
ZBK 6261,866108302,1
RLG 6820,728373449,0
VOW 4758,890026512,0
IKN 4221,853062209,0
GHF 3393,291442216,1
IVC 8759,113583406,0
MPY 3689,475675924,0
LWE 1375,699221789,1
WSR 6464,995703657,1
WQF 9325,401130086,1
JKF 4850,392767811,1
ZYO 5749,934396262,0
DAZ 4528,937133527,1
HFQ 6292,472073421,0
DSV 2311,993203546,0
DOG 4710,931391613,1
XAN 3475,139162559,1
CIU 4483,509009976,1
ZMR 2980,658654000,0
XUA 7565,351024351,1
BWY 2425,471094640,0
BTC 9988,547698991,1
MAE 9318,551148681,0
RTG 8695,256928583,1
SXY 2070,557676073,0
ZES 9188,295188450,0
TYX 4958,400803968,1
WZZ 7827,775367267,1
ZZH 9275,142105491,1
JFR 4978,505813952,1
KYG 9704,109898876,0
FOV 9763,248002969,1
EGL 5911,992534246,0
NYD 4179,241577478,1
WBD 2836,602781577,0
NIM 4559,120582922,0
MXZ 6831,594588387,0
UZV 7415,769022457,1
CUF 5288,916810095,1
JBU 7325,204397462,1
FAA 8188,514751843,1
CUF 1246,157269499,0
GXK 9588,616905836,0
SDI 3830,203304982,1
UAK 9779,121083901,1
QUU 1169,490662758,1
EZN 9715,655701740,1
PBT 2042,312844863,0
CKM 6464,990062991,1
QXX 3231,996862866,0
LDT 3346,463222474,0
IFL 8693,788363321,1
QTN 4259,757497694,0
ARU 4502,885629067,1
MAU 8222,460669261,1
RYZ 1923,578716573,0
FIR 5116,820288227,0
OGQ 9056,968226787,0
LGE 8536,312884164,0
QBG 2364,811717769,0
MNV 9260,280311616,1
POF 1210,241069759,0
KOX 8061,838416533,1
YOB 5921,411372648,0
JVS 7062,530328491,0
GBN 3443,967020154,0
FQB 8466,356304611,0
ALC 7853,498620054,1
LVF 6596,278879669,0
IYE 7080,596868176,0
DYB 7561,795330456,0
WDP 6388,630643269,0
PDH 6643,565369461,1
BPJ 1201,324540265,1
GQW 3847,942804609,0
DNC 6978,740119805,0
JHR 9966,897803733,0
CVG 1515,139769360,0
YSL 3288,667060336,1
ACR 4810,524302181,0
GOE 6170,530601688,0
BXK 9478,337464487,0
GBS 1488,937422742,0
KFP 8015,451295520,0
PWX 2358,689631451,1
RYV 5653,773541983,0
DNJ 2620,987827698,0
RZL 2923,101921202,1
FYE 3368,131929787,0
OME 9622,989585625,1
EXG 8169,353257583,0
KTH 4510,928784524,0
CFF 5085,204458925,0
UJW 3776,928780604,1
LKX 6023,962346361,0
EEN 7610,999174978,0
WWS 2080,843992572,0
HVA 7772,267364294,1
BCJ 7858,256232792,1
TWZ 6021,412061950,1
KVU 1187,307604921,1
WIF 2325,623250261,0
SRO 6371,125720695,0
RSF 1690,550826205,1
YKA 9216,987333130,0
BIN 8367,730237814,1
MGP 3595,881694116,1
QXN 1927,152429663,1
BDV 9263,902392009,1
RII 9313,183809431,1
TZJ 1739,171740356,0
SXZ 5931,196172352,1
MJV 4314,512182104,1
IVI 5433,858130994,1
HDL 8837,231548953,0
ROE 7984,590228056,1
MNV 3310,436489971,0
ONB 1669,502034209,1
VHX 7633,634479203,0
MGD 5703,819546437,1
VWT 6462,890382759,1
PSV 9382,893715643,1
TBL 2493,952797512,0
UFS 9185,145442918,1
MYZ 9077,353597092,0
TZT 9099,471846613,1
LYQ 5538,523686249,1
RXK 9672,978727459,1
VIH 8280,759808947,1
FYV 9072,221234427,1
OSK 5857,246189186,1
EWR 9417,758649741,0
RHT 9562,306187610,0
KNY 5065,171912677,1
ZYF 2313,705045418,0
SNU 7289,942634382,1
IDS 5537,801293862,0
WWP 3647,220265884,0
WHS 6816,529557511,1
ZDQ 5141,594775066,0
RBE 2627,304831274,0
FZJ 9756,652471539,0
LXS 8566,631672439,0
JSV 8044,363106373,0
UBB 2595,738594682,1
DWP 5717,835079976,1
YRR 4615,179363557,0
CWR 6549,290188544,1
XDN 4857,192823836,1
JXT 8132,466088643,0
DAG 5761,851008361,1
MXC 9897,922245210,1
OYP 7022,715280299,0
TEW 5482,352524931,1
HSU 7632,233322931,1
ZDH 5396,340233673,0
XOB 9333,207285089,0
MXG 6534,897180781,0
GSF 4010,152895079,0
IQT 7353,311255886,0
ZTT 2680,994668636,1
QBR 5932,800937277,0
JVA 5946,131615762,0
IRV 6637,541488429,0
RRB 1216,255114348,1
IEI 9294,967302348,0
NHX 5104,979875041,1
LSY 1967,972033892,0
FTP 4380,442061154,1
HIH 3892,546154018,0
SPW 1523,313013725,1
ULV 7115,110685762,1
LWS 9934,250224278,1
NPR 8423,831625084,0
AYU 8019,658982706,1
CFU 6220,777603664,0
YKM 4002,396325938,1
KNT 8584,925382579,1
WIE 5299,827266185,1
QWU 5285,126606857,0
UZV 2946,631558030,1
ZWD 4036,138940104,1
IEG 2495,476206806,0
QEA 3647,933549064,0
LPK 8814,943583986,1
OMJ 2447,589184388,0
SEY 9632,877934222,0
KNG 4629,232470119,1
RML 5671,842603934,1
HMB 5586,781605985,1
KCY 3181,796097476,1
KEQ 9309,517650271,0
IRI 9820,910748131,0
BBM 8019,289326601,0
KBQ 5752,890743038,0
GFL 9653,614650208,1
CDT 7250,108525901,1
ZTA 3095,260906773,0
NHP 6961,514732832,1
NPX 5323,845206330,1
XWH 6297,698077928,0
UJD 6104,894297324,1
RJB 5378,809004534,0
LEW 5634,105306489,1
LPT 7583,501396513,1
WQI 1128,795274798,0
RKB 7669,494789927,1
AYK 8607,996023334,0
RAV 4815,128833526,1
WKW 7431,222488295,0
OBY 2401,741263956,0
LQP 9122,820171599,0
KST 1594,551704805,0
EPP 6627,168366289,0
DLP 7087,236549570,0
HZG 1017,281207678,0
WWG 2387,476456546,0
NTF 4918,116466988,0
XUX 8280,601958117,1
MXZ 5642,109760906,0
RTN 2946,656747474,1
DKN 4301,278970090,1
VAE 3319,190355554,0
ESK 3343,795446744,0
LMK 7647,581211671,0
KJW 9646,526516670,1
VID 4602,386688433,1
VNP 3345,100512923,1
IFV 6974,394896024,0
WKZ 2310,780265584,0
KJW 2971,979803152,1
UWN 5691,473825248,1
EUK 8180,497432083,0
TFM 8730,458908213,0
MSA 5906,182188342,0
RSO 9916,987133627,1
TPO 7751,516323736,0
AVU 1200,527967376,1
XBZ 7677,449342833,1
ROZ 5894,771599687,0
VGT 5273,848136285,1
GFU 5055,146939594,1
RAT 3892,849517400,1
NLG 5355,671236314,0
BYI 9970,389173095,0
YFW 3764,933782501,0
KOZ 1680,804906865,0
TLA 2227,158845853,0
VJS 4593,111692716,0
AIQ 7629,459179773,1
KGW 4348,540697911,1
ZJC 5747,932477087,0
PLR 9747,771630508,0
AYW 9348,260020966,1
SOE 6020,374434268,1
PRD 1936,699049383,1
KJZ 2521,233272351,1
HHK 4972,825740690,1
QAP 4989,762694665,0
AMB 9126,698402824,1
RLB 5448,942339615,0
DMU 2138,613270108,0
FVU 2679,664766865,1
OGT 6679,936599705,0
ZDY 7232,193146313,0
MMS 1379,556649756,1
QUJ 2420,380951221,0
TNL 2916,314765460,1
RVW 2603,417481541,0
EAN 8108,551237710,1
ILK 6457,685130900,0
REI 1662,599614732,1
NKY 4939,876709816,0
VUX 1166,121481324,0
IHD 3714,882615105,0
FVH 6109,834582272,1
YEW 4495,579576791,0
PPG 1298,682488661,1
LTE 1658,977620489,1
WIK 1861,350151885,0
YJH 8623,871279094,1
NZO 1704,554790022,1
OLG 8501,493606447,0
AHQ 2669,870548175,0
IDW 6247,720736790,0
MVW 5497,516359485,0
UTT 5908,564437128,1
JJF 5195,547472606,1
MBX 9855,158495297,1
STN 2424,584080148,1
WYH 1748,654178415,1
VBZ 1834,145144862,1
RMU 9702,821130892,0
XVQ 3860,197904179,1
PMU 9109,818839637,1
QQF 1219,728702040,1
KHT 6048,683680054,0
PJZ 2642,363749286,1
FTY 1299,327947655,1
BNV 6655,528469534,0
XXH 3171,514591119,0
NRU 2775,600691796,1
TIF 3028,759429916,1
QLE 2727,727821875,0
UPJ 5511,961411147,0
TUV 6527,697569312,1
DIX 6123,707833559,1
UAE 4948,366148481,1
NVU 1882,979972922,0
YSF 2916,512067591,1
BAS 6555,496453996,1
RDR 5163,173862352,0
UCT 6030,459149592,1
XIH 5162,100881956,0
JRU 7961,696144971,1
NYX 1531,564334044,1
XEO 4632,787241425,0
FAT 4666,362628614,1
HKH 5749,393514776,0
OPA 6347,319732015,1
ZXL 7489,954814750,0
NTO 1717,677553908,0
DMP 2176,309970351,1
JZJ 9172,523989585,0
QZP 7954,550129763,1
RIY 8054,490633792,1
SNC 6473,913986137,1
IFT 1743,461822113,1
NLJ 1374,315030625,0
KBL 2723,161313821,1
OSG 6763,473558045,0
HIB 7472,477537386,1
WTB 8400,619259587,0
NOP 7851,316576775,0
OQC 6877,431980708,0
LNL 2109,154484722,0
HRU 4891,811618747,0
UVA 6691,249663047,0
FPM 2639,705871985,0
JUM 2575,165630887,1
GQZ 7090,359114116,1
HTR 8983,572318248,1
LCU 5705,970699915,0
BYL 6330,492246963,1
XGW 9480,767518878,0
RDQ 1139,277916942,0
CDN 1979,412410484,0
UIB 6385,767287409,1
SWV 1557,200577936,0
IQF 2771,810027035,0
BIA 4711,282303256,0
GLX 6650,492053699,1
XYP 1382,808434923,0
SHN 3333,301836053,1
LQA 5319,712125602,1
YXI 5375,150058390,0
KKD 6989,396985502,0
SCK 9716,243272949,0
OHW 1875,539695217,0
NUD 2146,961426460,1
KUT 3997,711124023,1
NKX 6254,674793786,0
ZBY 2723,604278862,0
LMM 8680,936961728,0
SWK 8457,959494498,0
XHL 5928,346354690,1
OJK 8901,501706244,1
GZR 5147,207246888,0
OIG 9861,700702661,0
DNW 4220,669718897,1
DSL 6734,728610688,0
YLT 4761,658308092,0
SPB 7486,635395094,1
TGT 9605,359628048,1
AXP 9686,488024369,1
RFT 6252,761259649,1
HQG 3628,551753816,1
RDS 1353,335373794,0
LKY 9052,662444516,0
CEK 8616,648308549,1
TZZ 1303,761500733,0
LDW 3588,495684056,1
SLT 1393,351376109,0
XZQ 5711,581677914,0
UUP 4051,539657289,1
JLA 5229,584903790,1
RQK 3810,620126353,0
GDY 9729,278770570,0
RBX 3149,955387870,1
EFL 9675,317783050,1
VDQ 3696,945987014,0
ZFX 3060,418984602,1
UPK 5654,356837023,0
CVP 4638,714178443,0
QCM 4522,380371847,0
BSK 4963,544097318,0
MYF 9561,107493080,1
HLS 3444,513843823,0
FQY 1590,896147211,0
JKL 2924,693778620,1
NOX 6337,261306573,1
GIC 9596,141470155,0
EDV 6553,210114616,0
TJQ 2057,263416449,1
JZV 9828,174799478,0
AGH 4340,487779724,0
BRG 1610,132814265,0
HGP 6377,887604702,1
PTH 2666,526267335,0
EKK 3199,305495782,0
UGG 1101,945509666,1
BVS 4377,603191464,0
ARI 5750,856747347,1
BTC 1757,436823417,0
UVU 9886,270081398,0
BVL 1479,351570363,1
WGI 8257,576509258,0
BGE 8728,261021891,1
YRO 5155,252422361,0
CSW 9214,302186836,0
ACQ 7022,393177319,1
ZYK 5945,695891827,1
PGG 1478,122395355,0
EYQ 9841,124968734,1
MPQ 9994,970455329,1
XYB 2856,821120961,0
LKX 4920,897169626,0
KKZ 9879,865152025,1
FAR 7633,775885908,0
LAB 1862,282865446,1
CZZ 8356,682454962,1
NKM 8101,665046273,1
GSB 4830,616463778,1
OMT 7690,798472380,1
XEF 7696,774056458,1
KIE 2509,400840893,1
GPT 3548,506840020,0
LLK 1400,549794601,0
GAL 4917,598176815,1
AJF 1463,929152498,0
NUR 7200,453921295,0
LBK 2169,266864028,1
WGA 3634,379022066,0
NWR 2594,540483706,1
IYU 5168,250675519,1
SER 3529,798539726,1
UTB 1961,637031768,0
QDW 5195,622398205,0
SSB 8701,570166902,0
VIH 9451,423539695,0
NZX 4739,473769030,1
IOM 4292,553725766,1
HKG 3118,589600179,0
WWJ 5334,789990521,0
YWR 6401,518309776,0
JWK 6474,626213551,1
NFS 8646,237896210,0
VIF 5341,599509433,0
VPU 9426,161430975,0
BBF 4980,538281711,1
ISC 1330,104921022,1
ESV 6786,736605296,0
RAS 4360,703009727,0
GLH 6095,806898326,1
RLU 8998,600095060,1
KCS 2376,567245735,0
XUI 5938,371611695,1
GEW 5136,352783034,0
URJ 8037,267186425,0
GTY 3025,438784023,1
WHD 3641,323968957,1
PNN 3426,528164553,1
CSD 4971,373189385,1
AFD 7607,192267717,1
EPX 7208,910540748,1
NRK 7693,707810035,0
